0,652,506,649,537
3,648,502,645,535
6,649,505,647,536
9,650,505,647,539
12,652,506,646,539
15,652,508,644,535
18,649,509,648,537
21,652,507,647,541
24,648,508,646,540
27,650,506,645,539
30,646,509,645,539
33,649,508,646,541
36,649,510,647,541
39,647,511,644,540
42,649,508,644,541
45,648,509,644,539
48,648,510,644,541
51,649,509,645,543
54,650,510,647,541
57,654,512,645,539
60,654,511,644,543
63,650,508,647,541
66,655,511,645,543
69,653,507,647,541
72,644,507,644,538
75,645,508,646,538
78,650,506,646,535
81,649,507,645,537
84,647,509,645,532
87,648,507,643,538
90,649,507,644,536
93,647,506,646,541
96,651,509,644,537
99,647,507,646,536
102,649,508,647,538
105,651,508,643,539
108,649,507,647,539
111,650,510,646,538
114,649,509,646,535
117,650,508,647,539
120,649,508,644,535
123,653,508,646,538
126,653,509,651,539
129,654,509,646,541
132,652,509,649,539
135,656,512,648,540
138,654,514,651,539
141,654,513,651,541
144,655,516,651,543
147,657,516,651,544
150,656,519,655,546
153,661,519,655,544
156,657,522,656,546
159,662,519,659,542
162,663,521,659,546
165,665,521,662,548
168,666,521,661,548
171,668,520,664,545
174,668,520,662,545
177,669,521,668,547
180,674,521,672,547
183,668,527,671,542
186,673,528,676,544
189,676,524,670,552
192,669,523,667,551
195,675,527,675,550
198,674,523,677,549
201,678,525,677,547
204,673,522,676,547
207,677,521,676,551
210,663,524,663,551
213,665,527,664,543
216,672,532,674,549
219,671,534,668,549
222,668,532,667,551
225,671,529,668,553
228,672,532,667,550
231,669,531,672,549
234,661,528,664,558
237,659,527,665,554
240,660,525,661,555
243,658,527,659,556
246,655,527,654,553
249,658,528,653,555
252,654,524,653,555
255,652,529,653,557
258,653,526,651,559
261,655,525,655,562
264,656,523,653,560
267,652,522,652,560
270,654,520,653,562
273,653,523,649,565
276,653,523,651,559
279,656,522,653,562
282,655,521,653,560
285,654,519,652,560
288,655,520,652,563
291,655,520,650,561
294,657,518,654,561
297,651,517,649,561
300,653,521,649,556
303,653,522,648,554
306,646,526,646,552
309,650,524,647,553
312,650,523,645,554
315,647,526,648,552
318,649,527,646,551
321,649,526,648,552
324,648,528,646,553
327,647,529,647,552
330,647,525,642,554
333,648,527,642,556
336,647,526,644,561
339,646,523,644,565
342,645,525,639,568
345,645,522,641,567
348,645,524,646,563
351,647,522,647,564
354,646,520,649,563
357,647,523,645,558
360,644,521,647,557
363,650,519,646,557
366,646,522,645,558
369,650,523,648,559
372,648,519,645,557
375,650,521,650,556
378,653,522,646,561
381,650,522,648,560
384,656,520,654,558
387,650,522,648,557
390,656,519,652,559
393,651,522,652,556
396,651,522,653,558
399,654,522,646,559
